JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM
9784791631902,ミラクルきょうふ！　意味がわかると怖いストーリー,,1076,16,0041,0005,0041,書籍,児童書,読み物,読み物,おばけ・こわい話,朔月糸,0007916,西東社,43369786,ミラクルきょうふ！　意味がわかると怖いストーリー,,20221107,3067,,
9784791632008,ゆめがひろがるおんなのこのでんきえほん　全２２話,,1076,16,0007,0001,0021,書籍,児童書,絵本,国内絵本,国内の名作絵本,堀米薫,0007916,西東社,43374714,ゆめがひろがるおんなのこのでんきえほん　全２２話,,20221107,2037,,
9784046321732,本当はこわい話　明かされる真実、君は気づけた？,１０,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,小林丸々,0000004,ＫＡＤＯＫＡＷＡ,42960710,本当はこわい話,角川つばさ文庫,20230112,1206,,
9784046321923,世界一クラブ　スター・ダイヤを取りもどせ！,,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,大空なつき,0000004,ＫＡＤＯＫＡＷＡ,43377084,世界一クラブ　スター・ダイヤを取りもどせ！,角川つばさ文庫,20221214,2973,,
9784083217548,花とつぼみと、きみのこと。　だいじな想いの咲かせかた,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,五十嵐美怜,0000008,集英社,43382705,花とつぼみと、きみのこと。　だいじな想いの咲かせかた,集英社みらい文庫,20221216,1346,,
9784591175262,グレッグのダメ日記　なんだって、やってやる！,,1076,16,0041,0005,0017,書籍,児童書,読み物,読み物,グレッグのダメ日記シリーズ,ジェフ・キニー,0000591,ポプラ社,43377481,グレッグのダメ日記　なんだって、やってやる！,,20221124,2872,単行本,
9784651202686,歴史バトル図鑑　最強！戦国武将決定戦,,1076,16,0071,0001,0047,書籍,児童書,学習百科,学習百科,歴史（読みもの）,小和田哲男,0000651,ＯＮＥ　ＰＵＢＬＩＳＨＩＮＧ,43372104,歴史バトル図鑑　最強！戦国武将決定戦,,20221117,1652,,
9784813780779,溺愛×ミッション！（１）　エリート学園の超モテスパイ男子たちに溺愛されちゃってます！,１,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,青山そらら,0008137,スターツ出版,43379193,溺愛×ミッション！（１）　エリート学園の超モテスパイ男子たちに溺愛されちゃってます！,野いちごジュニア文庫,20221220,1381,,
9784813780687,告白したのは、君だから。　かんちがいから始まるホントの恋,,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,神戸遥真,0008137,スターツ出版,43365497,告白したのは、君だから。　かんちがいから始まるホントの恋,野いちごジュニア文庫,20221020,1603,,
9784756253842,きみも運転手になれる！　パノラマずかん　運転席,,1076,16,0015,0001,0021,書籍,児童書,しかけ絵本,しかけ絵本,しかけ絵本,宮本えつよし,0007562,パイインターナショナル,43365386,きみも運転手になれる！　パノラマずかん　運転席,,20221124,1077,,
9784813780700,ウタイテ！,３,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,0008137,スターツ出版,43313006,ウタイテ！,野いちごジュニア文庫,20221118,6086,ウタイテ！,
9784083217463,相方なんかになりません！　転校生はなにわのお笑い男子！？,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,遠山彼方,0000008,集英社,43366737,相方なんかになりません！　転校生はなにわのお笑い男子！？,集英社みらい文庫,20221028,1264,,
9784041130254,どっちが強い！？　動物ｖｓ恐竜　夢の超時空バトル,,1076,16,0071,0005,0031,書籍,児童書,学習百科,学習漫画,どっちが強い！？シリーズ,Ｘベンチャーオールスターズ,0000004,ＫＡＤＯＫＡＷＡ,43387253,どっちが強い！？　動物ｖｓ恐竜　夢の超時空バトル,角川まんが学習シリーズ,20230215,2805,,
9784052055935,ふたごのプリンセスとピアニストのひみつクレープ,,1076,16,0041,0005,0005,書籍,児童書,読み物,読み物,低学年読み物,赤尾でこ,0000005,学研プラス,43369057,ふたごのプリンセスとピアニストのひみつクレープ,まほうのドレスハウス,20221129,2580,まほうのドレスハウス,
9784023322219,科学探偵ｖｓ．超・自然現象（前）,,1076,16,0041,0005,0021,書籍,児童書,読み物,読み物,高学年読み物,佐東みどり,0000002,朝日新聞出版,43376612,科学探偵ｖｓ．超・自然現象,科学探偵謎野真実シリーズ,20221118,2201,科学探偵　謎野真実シリーズ,
9784074535231,ＢＴ２１　まちがいをさがせ！,,1076,16,0007,0004,0001,書籍,児童書,絵本,さがしもの絵本,さがしもの絵本,ＬＩＮＥＦｒｉｅｎｄｓＪａｐａｎ,0000007,主婦の友社,43384708,ＢＴ２１　まちがいをさがせ！,,20221212,1625,,
9784097353508,めくってあそぼう！しかけえほん　シナぷしゅ,,1076,16,0021,0001,0051,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ｍｉｏ,0000009,小学館,43379300,めくってあそぼう！しかけえほん　シナぷしゅ,,20221121,1471,,
9784522803493,最恐！　危険生物かるた　超危険な生物のなまえで　ひらがなとカタカナをおぼえよう！,,1076,16,0091,0001,0005,書籍,児童書,グッズ,グッズ,かるた,岩崎政志,0000522,永岡書店,43373845,最恐！　危険生物かるた　超危険な生物のなまえで　ひらがなとカタカナをおぼえよう！,,20221110,1066,,
9784065307458,ちいリベ　クリアファイルブック,,1076,16,0091,0001,0092,書籍,児童書,グッズ,グッズ,キャラクターグッズ,講談社,0000006,講談社,43379651,ちいリベ　クリアファイルブック,［バラエティ］,20230131,1066,,
9784265809660,妖怪捕物帖乙　冥界彷徨篇　無間地獄は阿鼻の闇４,,1076,16,0041,0005,0005,書籍,児童書,読み物,読み物,低学年読み物,大崎悌造,0000265,岩崎書店,43363706,妖怪捕物帖乙　冥界彷徨篇　無間地獄は阿鼻の闇４,ようかいとりものちょう,20221018,2767,ようかいとりものちょう,
9784471104078,うちゅう,,1076,16,0081,0001,0011,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,山岡均,0000471,高橋書店,43370519,うちゅう,はじめてのずかん,20221129,1984,,
9784046321787,絶体絶命ゲーム　ねらわれた歌姫を守れ！,１２,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,藤ダリオ,0000004,ＫＡＤＯＫＡＷＡ,42843882,絶体絶命ゲーム,角川つばさ文庫,20221109,6033,,
9784049145472,星のカービィ　プププナゾトレブック,,1076,16,0021,0001,0051,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ワープスター,0000004,ＫＡＤＯＫＡＷＡ,43375600,星のカービィ　プププナゾトレブック,,20221214,1136,,
9784052056154,マンガ・クイズつき『桃太郎電鉄』で学ぶお金・経済のしくみ攻略,,1076,16,0071,0001,0005,書籍,児童書,学習百科,学習百科,社会,正頭英和,0000005,学研プラス,43375602,マンガ・クイズつき『桃太郎電鉄』で学ぶお金・経済のしくみ攻略,,20221215,2305,,
9784774622781,ポコポコクリスマスクッキー,,1076,16,0007,0001,0092,書籍,児童書,絵本,国内絵本,国内絵本,さかいさちえ,0007746,教育画劇,43372775,ポコポコクリスマスクッキー,,20221115,4602,ちいさなちいさなポコポコえほん,
9784591175149,おしりたんてい　ププッ　かいていいせきのぼうけん　アニメコミック,１３,1076,16,0041,0005,0007,書籍,児童書,読み物,読み物,おしりたんていシリーズ,トロル,0000591,ポプラ社,43109435,おしりたんてい　アニメコミック,,20221013,4684,アニメコミックおしりたんてい,
9784763140210,ぺんたと小春のめんどいまちがいさがし　ＢＩＧ,,1076,16,0061,0001,0015,書籍,児童書,実用百科,実用百科,迷路・パズル,ペンギン飛行機製作所,0007631,サンマーク出版,43368795,ぺんたと小春のめんどいまちがいさがし　ＢＩＧ,,20221110,3548,,
9784791631438,頂上決戦！異種最強生物　オールスター大決戦,,1076,16,0061,0001,0091,書籍,児童書,実用百科,実用百科,その他実用百科,ＣｒｅａｔｕｒｅＳｔｏｒｙ,0007916,西東社,43378398,頂上決戦！異種最強生物　オールスター大決戦,,20221220,2915,,
9784791631926,ミラクルハピネス　誕生日＆うらない大全,,1076,16,0061,0001,0021,書籍,児童書,実用百科,実用百科,心理ゲーム・占い,ルナ・アヴニール,0007916,西東社,43370161,ミラクルハピネス　誕生日＆うらない大全,,20221015,1975,,
9784834086805,どきどきキッチンサーカス,,1076,16,0007,0005,0003,書籍,児童書,絵本,福音館書店,幼児絵本福音館書店,石津ちひろ,0008340,福音館書店,43358279,どきどきキッチンサーカス,幼児絵本シリーズ,20221007,1042,幼児絵本シリーズ,
9784065292495,ウルトラヒーローｖｓ．ウルトラかいじゅう　だいけっとう！　マグネットＢＯＸ,,1076,16,0021,0001,0041,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒーロー,講談社,0000006,講談社,43357379,ウルトラヒーローｖｓ．ウルトラかいじゅう　だいけっとう！　マグネットＢＯＸ,［バラエティ］,20221208,1078,,
9784065299081,ＴＶアニメブルーロッククリアファイルブック,,1076,16,0091,0001,0092,書籍,児童書,グッズ,グッズ,キャラクターグッズ,講談社,0000006,講談社,43379649,ＴＶアニメブルーロッククリアファイルブック,［バラエティ］,20221220,4100,,
9784813780748,総長さま、溺愛中につき。　最強イケメンの溺愛バトルは再加速！？,７,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,＊あいら＊,0008137,スターツ出版,43205111,総長さま、溺愛中につき。,野いちごジュニア文庫,20221220,9519,,
9784405073623,図解大事典　ドラゴン,,1076,16,0061,0001,0091,書籍,児童書,実用百科,実用百科,その他実用百科,龍・ドラゴン研究チームＴ＆Ｈ,0000405,新星出版社,43370151,図解大事典　ドラゴン,,20221215,1535,,
9784591174975,かいけつゾロリのおやじギャグ＆なぞなぞ大じてん,,1076,16,0041,0005,0011,書籍,児童書,読み物,読み物,かいけつゾロリシリーズ,原ゆたか,0000591,ポプラ社,43372095,かいけつゾロリのおやじギャグ＆なぞなぞ大じてん,,20221107,1194,単行本,
9784046321855,サキヨミ！　恋と決意の文化祭,７,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七海まち,0000004,ＫＡＤＯＫＡＷＡ,43182126,サキヨミ！,角川つばさ文庫,20221013,3193,,
9784593103621,サンタさんのぼうし　どこいった？,,1076,16,0007,0003,0092,書籍,児童書,絵本,海外絵本,海外絵本,エマニュエル・レ,0000593,ほるぷ出版,43357126,サンタさんのぼうし　どこいった？,海外秀作絵本,20221011,1995,,
9784083217579,海色ダイアリー〜五つ子アイドルと五河の夢〜,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,みゆ,0000008,集英社,43382708,海色ダイアリー～五つ子アイドルと五河の夢～,集英社みらい文庫,20221216,7164,,
9784265811601,ちびちびうさまる　くまさんといっしょ,,1076,16,0007,0001,0092,書籍,児童書,絵本,国内絵本,国内絵本,ｓａｋｕｍａｒｕ,0000265,岩崎書店,43360127,ちびちびうさまる　くまさんといっしょ,,20221014,1177,,
9784592107170,ノラネコぐんだん大図鑑　１０周年限定特典付き,,1076,16,0007,0001,0201,書籍,児童書,絵本,国内絵本,ノラネコぐんだん,工藤ノリコ,0000592,白泉社,43368273,ノラネコぐんだん大図鑑　１０周年限定特典付き,［バラエティ］,20221118,4152,,
9784591175507,いないいないばあっ！　おうたで　わーい！,,1076,16,0015,0001,0001,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,ｍｉｏ,0000591,ポプラ社,43380291,いないいないばあっ！　おうたで　わーい！,,20221209,3746,単行本,
9784046321879,スイッチ！　大キライなはずなのに！？,１１,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,深海ゆずは,0000004,ＫＡＤＯＫＡＷＡ,42943339,スイッチ！,角川つばさ文庫,20221109,2967,,
9784046321824,星のカービィ　まんぷく、まんまる、グルメフェス！,,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,高瀬美恵,0000004,ＫＡＤＯＫＡＷＡ,43345582,星のカービィ　ディスカバリー,角川つばさ文庫,20221214,17708,,
9784046322067,泣き虫スマッシュ！　がけっぷちのバドミントンペア、はじまる！？,１,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,平河ゆうき,0000004,ＫＡＤＯＫＡＷＡ,43369728,泣き虫スマッシュ！,,20221109,1515,,
9784046322173,ジュニア　空想科学読本,２５,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,柳田理科雄,0000004,ＫＡＤＯＫＡＷＡ,42475688,ジュニア　空想科学読本,角川つばさ文庫,20221214,2835,,
9784074531738,ゆめみる　おひめさま図鑑,,1076,16,0007,0001,0092,書籍,児童書,絵本,国内絵本,国内絵本,たけいみき,0000007,主婦の友社,43380010,ゆめみる　おひめさま図鑑,,20221208,1388,,
9784052056581,ゆるゆる昆虫図鑑,,1076,16,0071,0001,0401,書籍,児童書,学習百科,学習百科,理科　昆虫,さのかける,0000005,学研プラス,43369408,ゆるゆる昆虫図鑑,,20221129,3593,,
9784097252078,かぼちゃスープのおふろ,,1076,16,0007,0001,0092,書籍,児童書,絵本,国内絵本,国内絵本,柴田ケイコ,0000009,小学館,43379656,かぼちゃスープのおふろ,,20221118,1621,,
9784591175026,歴史ゴーストバスターズ　歴女失格！？　お泊まり会で大波乱の夏休み！,４,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,あさばみゆき,0000591,ポプラ社,43250741,歴史ゴーストバスターズ,ポプラキミノベル　創作,20221013,2394,ポプラキミノベル　創作,
9784052056819,なぜ？がわかる！　にゃんこ大戦争クイズブック　〜科学のぎもん編〜,,1076,16,0061,0001,0011,書籍,児童書,実用百科,実用百科,クイズ・なぞなぞ,ＰＯＮＯＳ,0000005,学研プラス,43375611,なぜ？がわかる！　にゃんこ大戦争クイズブック　～科学のぎもん編～,,20221215,1836,,
9784065293423,ディズニーガールズと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,1076,16,0091,0001,0004,書籍,児童書,グッズ,グッズ,ウォールチャート,講談社,0000006,講談社,43362345,ディズニーガールズと　いっしょに　おふろで　あいうえお　アルファベットひょうつき,,20221018,1298,,
9784053056191,２０２３年入試用重大ニュース　時事問題に強くなる本　中学・高校入試,,1076,19,0011,0061,0003,書籍,学習参考書,小学学参,中学入試,重大ニュース,Ｇａｋｋｅｎ,0000005,学研プラス,43360369,２０２３年入試用重大ニュース　時事問題に強くなる本　中学・高校入試,,20221013,2594,,
9784057508382,妖怪最強王図鑑フィギュア,,1076,16,0091,0001,0091,書籍,児童書,グッズ,グッズ,その他グッズ,ｍｉｏ,0000005,学研プラス,43369073,妖怪最強王図鑑フィギュア,［バラエティ］　最強王図鑑シリーズ,20221126,13759,最強王図鑑シリーズ,
9784092893078,小学館世界Ｊ文学館,,1076,16,0041,0001,0003,書籍,児童書,読み物,名作読み物,海外の名作読み物,浅田次郎,0000009,小学館,43355658,小学館世界Ｊ文学館,,20221118,1172,,
9784591174814,小説　魔入りました！入間くん　アクドルくろむちゃんとアメリの決断,４,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,針とら,0000591,ポプラ社,43264725,小説　魔入りました！入間くん,ポプラキミノベル,20221005,3591,ポプラキミノベル　ノベライズ,
9784092172661,図解はじめての絵画,,1076,16,0081,0001,0011,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,青柳正規,0000009,小学館,43388151,図解はじめての絵画,小学館の図鑑ＮＥＯアート,20230206,6646,,
9784533151545,るるぶマンガとクイズで楽しく学ぶ！日本の歴史人物伝,,1076,16,0071,0005,0091,書籍,児童書,学習百科,学習漫画,その他学習漫画,伊藤賀一,0000533,ＪＴＢ,43370158,るるぶマンガとクイズで楽しく学ぶ！日本の歴史人物伝,,20221115,1349,こども絵本[学習まんが],
9784074521562,きみのこころをつよくする　えほん,,1076,16,0007,0001,0092,書籍,児童書,絵本,国内絵本,国内絵本,足立啓美,0000007,主婦の友社,43360941,きみのこころをつよくする　えほん,,20221004,1376,,
9784065289020,トミカ　タブレットがた　おしゃべりえほん,,1076,16,0021,0001,0012,書籍,児童書,キャラクター絵本,キャラクター絵本,トミカ,講談社,0000006,講談社,43341015,トミカ　タブレットがた　おしゃべりえほん,［バラエティ］,20221212,1541,,
9784046321978,トップ・シークレット　決戦前夜のショータイム！,４,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,あんのまる,0000004,ＫＡＤＯＫＡＷＡ,43284068,トップ・シークレット,角川つばさ文庫,20230112,1601,,
9784046322050,サキヨミ！　トラブルまみれのデート作戦！,８,1076,16,0055,0001,0015,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,七海まち,0000004,ＫＡＤＯＫＡＷＡ,43387254,サキヨミ！　トラブルまみれのデート作戦！,角川つばさ文庫,20230208,1316,,
9784092314405,華麗なる探偵アリス＆ペンギン　キャッツ・イン・ザ・スカイ,,1076,16,0055,0001,0019,書籍,児童書,児童文庫,児童文庫,小学館ジュニア文庫,南房秀久,0000009,小学館,43381820,華麗なる探偵アリス＆ペンギン　キャッツ・イン・ザ・スカイ,小学館ジュニア文庫,20221125,1185,小学館ジュニア文庫,
9784415331942,音と光のでる絵本　スイッチくるくる,,1076,16,0015,0001,0001,書籍,児童書,しかけ絵本,しかけ絵本,音のでる絵本,かしわらあきお,0000415,成美堂出版,43376866,音と光のでる絵本　スイッチくるくる,［バラエティ］,20221102,4143,,
9784065309926,プリキュアオールスターズ　さがして！プリキュア,,1076,16,0021,0001,0045,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒロイン,東映アニメーション,0000006,講談社,43393230,プリキュアオールスターズ　さがして！プリキュア,,20230208,1464,,
9784569880921,青鬼　調査クラブ　怪物を従えた少女と激突せよ！,７,1076,16,0055,0001,0091,書籍,児童書,児童文庫,児童文庫,その他児童文庫,波摘,0000569,ＰＨＰ研究所,43113004,青鬼　調査クラブ,ＰＨＰジュニアノベル,20230126,1319,PHPジュニアノベル,
9784083217555,天宮家の王子さま　メイドのわたしのバレンタイン計画！,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,白井ごはん,0000008,集英社,43382706,天宮家の王子さま　メイドのわたしのバレンタイン計画！,集英社みらい文庫,20221216,1937,天宮家の王子さま,
9784479393948,勇者たちの中学受験　わが子が本気になったとき、私の目が覚めたとき,,1076,19,0011,0021,0001,書籍,学習参考書,小学学参,勉強法,勉強法,おおたとしまさ,0000479,大和書房,43378073,勇者たちの中学受験　わが子が本気になったとき、私の目が覚めたとき,,20221112,4672,,
9784083217531,鬼滅の刃　ノベライズ　〜カナヲと無一郎！　命をかけた闘い編〜,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,吾峠呼世晴,0000008,集英社,43375620,鬼滅の刃　ノベライズ　～カナヲと無一郎！　命をかけた闘い編～,集英社みらい文庫,20221125,7517,鬼滅の刃 ノベライズ,
9784408640617,マンガでよくわかる　ねこねこ日本史＜ジュニア版＞,１１,1076,16,0071,0001,0047,書籍,児童書,学習百科,学習百科,歴史（読みもの）,そにしけんじ,0000408,実業之日本社,42910337,マンガでよくわかる　ねこねこ日本史＜ジュニア版＞,,20221201,1337,,
9784278087093,あかちゃん　あかちゃん,２,1076,16,0011,0002,0001,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,おおのたろう,0000278,大泉書店,43321352,あかちゃん　あかちゃん,,20221130,1034,,
9784083217470,絶対好きにならない同盟　〜歌姫はラブソングが超ニガテ！〜,,1076,16,0055,0001,0018,書籍,児童書,児童文庫,児童文庫,集英社みらい文庫,夜野せせり,0000008,集英社,43366738,絶対好きにならない同盟　～歌姫はラブソングが超ニガテ！～,集英社みらい文庫,20221028,1583,絶対好きにならない同盟,
